ID,Music,Slow.songs.or.fast.songs,Dance,Folk,Country,Classical.music,Musical,Pop,Rock,Metal.or.Hardrock,Punk,Hiphop..Rap,Reggae..Ska,Swing..Jazz,Rock.n.roll,Alternative,Latino,Techno..Trance,Opera,Alcohol
307,5,5,5,3,3,3,3,3,4,2,4,4,5,5,5,5,5,4,1,social drinker
308,5,3,1,4,3,2,5,2,5,4,3,1,1,5,5,3,3,1,1,never
309,5,5,5,2,3,3,2,4,3,1,NA,3,1,1,1,2,3,4,1,never
310,5,3,4,2,1,3,3,3,4,1,1,4,1,1,4,2,2,2,1,never
311,5,5,4,1,1,3,2,4,4,2,1,1,2,1,1,1,3,5,3,social drinker
312,5,4,5,5,2,5,5,5,5,2,2,5,5,5,3,3,5,2,5,social drinker
313,2,4,2,1,1,2,2,3,4,3,2,3,3,3,3,2,1,2,1,social drinker
314,5,4,3,2,2,4,3,4,2,1,1,4,1,3,4,2,4,2,2,social drinker
315,5,4,5,4,5,4,5,5,5,5,5,2,5,5,5,5,5,5,4,never
316,5,3,1,1,1,3,3,5,2,1,1,2,1,1,1,2,2,1,2,social drinker
317,5,3,4,1,1,1,3,3,3,1,2,3,2,1,1,2,2,4,2,social drinker
318,5,3,5,2,2,2,1,3,5,1,2,2,1,2,3,3,4,4,1,social drinker
319,5,3,2,3,4,3,3,3,1,1,3,3,2,4,4,3,3,2,1,social drinker
320,5,3,4,3,2,4,5,5,4,1,2,3,3,4,3,4,4,3,2,social drinker
321,5,4,3,2,2,2,2,3,5,4,3,2,3,2,2,5,2,4,1,social drinker
322,5,3,3,2,4,3,4,4,5,2,2,5,2,3,5,3,4,3,1,never
323,5,3,2,2,1,4,3,2,5,5,5,1,3,3,5,5,3,1,2,social drinker
324,5,2,2,1,4,5,4,5,4,1,3,1,1,1,3,1,3,1,5,social drinker
325,5,3,4,2,2,2,2,5,3,2,3,2,3,3,3,3,3,2,2,social drinker
326,5,3,4,4,3,3,3,4,4,4,4,5,5,2,4,3,3,4,2,social drinker
327,5,4,3,2,2,3,2,5,4,2,2,2,3,3,3,3,3,3,1,social drinker
328,5,3,3,2,1,4,4,5,3,1,1,5,4,3,4,2,3,1,2,social drinker
329,5,5,3,3,4,2,1,2,5,4,5,2,4,3,2,5,3,1,1,social drinker
330,5,3,4,2,3,3,2,4,4,1,2,4,2,2,3,2,2,3,1,drink a lot
331,5,3,4,2,1,4,3,3,5,3,3,3,2,3,3,4,NA,3,2,social drinker
332,5,5,3,2,3,3,3,2,5,2,2,5,1,5,5,1,2,4,1,social drinker
333,4,3,3,2,3,3,5,3,2,1,1,2,3,1,1,1,5,1,1,social drinker
334,5,2,3,2,3,3,4,5,4,2,2,3,2,3,3,2,3,2,2,never
335,5,2,2,3,3,2,3,2,3,2,2,2,2,4,1,4,4,1,1,never
336,5,5,4,3,2,3,3,4,4,2,2,4,4,4,3,2,2,4,2,social drinker
337,5,4,3,1,2,3,2,5,3,1,2,3,3,3,2,3,1,4,2,never
338,5,3,5,1,2,3,2,3,3,1,1,5,2,2,1,2,1,5,3,drink a lot
339,5,3,NA,NA,NA,4,3,3,5,2,2,2,1,1,2,1,1,2,2,social drinker
340,5,3,2,2,1,5,3,2,5,5,5,1,3,3,5,5,2,1,3,social drinker
341,5,1,1,3,2,5,3,2,3,1,2,3,3,2,2,4,2,1,3,social drinker
342,5,4,1,1,1,1,1,2,2,2,2,5,1,1,1,1,1,5,1,social drinker
343,5,3,3,2,2,2,4,3,3,1,2,4,4,3,3,3,4,3,2,social drinker
344,5,4,3,5,2,2,5,5,4,2,2,1,2,2,5,2,5,1,2,social drinker
345,5,3,2,4,4,1,2,5,3,1,1,2,1,1,4,3,3,1,1,social drinker
346,4,3,4,2,1,1,2,4,4,3,4,2,3,2,2,2,2,3,1,social drinker
347,5,4,1,1,1,1,1,3,3,1,1,5,5,1,3,1,2,4,1,drink a lot
348,5,4,3,2,2,2,2,4,4,4,4,2,2,NA,2,1,1,2,1,drink a lot
349,5,4,3,5,2,5,5,4,2,1,1,1,2,5,5,3,3,2,5,never
350,5,4,5,2,1,2,3,5,2,1,1,3,2,3,3,1,2,4,1,social drinker
351,2,3,4,2,2,1,1,4,4,3,3,2,3,1,1,3,1,2,1,social drinker
352,5,3,3,2,4,5,3,5,5,2,4,1,4,4,4,5,3,1,3,social drinker
353,5,5,2,1,3,2,1,2,5,5,1,1,1,1,5,1,2,1,2,social drinker
354,5,3,3,1,2,3,2,4,2,1,1,4,2,2,3,5,2,1,3,social drinker
355,5,3,3,3,2,4,4,4,4,2,3,3,2,2,2,3,2,3,4,social drinker
356,5,4,2,1,3,1,2,4,3,1,1,5,2,1,2,1,3,2,1,drink a lot
357,4,4,3,3,4,4,4,5,5,3,2,4,4,3,4,2,3,2,3,social drinker
358,5,4,3,1,1,2,2,2,4,4,3,5,2,2,1,1,4,3,2,never
359,4,3,5,3,3,2,1,3,5,2,1,3,3,3,4,1,2,2,3,social drinker
360,5,3,4,2,4,3,2,5,2,1,2,4,4,2,3,1,3,2,3,social drinker
361,5,3,4,1,2,1,3,5,5,1,1,5,5,3,4,3,3,1,2,social drinker
362,5,1,3,5,5,5,2,2,5,4,2,3,4,5,1,1,1,1,1,social drinker
363,5,3,2,3,2,4,5,3,5,4,5,2,4,NA,4,3,4,2,4,social drinker
364,5,3,1,3,2,4,5,3,5,3,5,2,4,1,4,4,4,1,5,social drinker
365,2,4,4,2,3,3,2,4,5,4,3,3,3,2,4,3,1,2,1,social drinker
366,5,3,2,2,3,4,2,1,5,4,5,1,5,4,5,5,1,2,4,social drinker
367,5,2,2,1,2,2,2,4,4,2,2,3,3,1,1,1,1,3,1,social drinker
368,5,3,3,1,3,4,1,5,5,4,4,1,2,5,5,5,1,3,1,social drinker
369,5,4,5,2,2,3,3,5,3,1,1,3,4,3,3,1,5,NA,3,drink a lot
370,5,3,5,3,2,1,1,NA,2,4,2,3,2,1,2,3,1,5,1,never
371,5,4,3,3,2,4,3,5,5,3,3,4,3,3,3,2,4,1,2,social drinker
372,5,3,5,5,5,5,5,5,5,3,3,2,2,5,5,3,5,2,5,social drinker
373,4,4,2,2,2,2,2,2,4,2,5,1,4,2,3,4,2,4,2,social drinker
374,5,4,2,1,1,1,1,5,3,1,1,2,1,1,1,1,1,1,1,drink a lot
375,5,3,5,2,2,1,2,5,3,1,1,3,3,2,2,1,2,3,1,social drinker
376,5,3,4,2,1,1,3,5,4,2,2,5,2,2,1,1,3,NA,1,social drinker
377,5,5,NA,1,1,1,1,4,1,1,1,5,1,1,1,1,2,1,1,social drinker
378,5,3,2,3,3,4,2,3,5,4,3,1,3,4,4,5,3,1,1,social drinker
379,5,5,5,NA,2,2,4,5,4,1,1,4,5,1,2,2,3,3,1,drink a lot
380,5,3,5,4,3,4,5,4,4,2,2,3,3,4,3,2,4,2,4,social drinker
381,5,4,4,3,2,2,3,4,4,1,1,4,2,2,4,2,5,5,1,social drinker
382,5,4,2,2,3,4,3,2,5,3,3,1,1,3,3,3,2,1,4,drink a lot
383,5,3,4,3,4,2,2,5,1,1,1,4,2,1,2,2,5,4,1,social drinker
384,5,3,2,2,2,3,4,3,5,3,4,3,3,3,3,5,1,2,3,drink a lot
385,5,4,3,1,1,2,3,3,5,5,3,4,4,4,4,5,2,1,1,social drinker
386,5,3,5,4,4,5,4,4,5,3,3,4,5,5,5,4,5,3,3,drink a lot
387,5,3,3,2,1,2,3,4,5,3,3,5,4,2,3,3,2,4,1,drink a lot
388,5,3,5,2,2,2,4,5,2,1,1,5,5,3,3,2,5,2,1,social drinker
389,5,3,3,4,2,4,4,5,4,1,3,4,5,5,4,3,5,3,3,social drinker
390,5,4,3,2,2,3,3,3,2,1,1,2,2,4,3,2,5,1,2,social drinker
391,4,3,1,1,2,3,2,2,2,1,2,2,2,3,3,4,3,3,3,social drinker
392,4,4,3,3,3,3,3,3,3,2,1,3,3,3,3,2,2,1,2,social drinker
393,5,4,4,3,1,3,2,4,3,1,1,5,3,1,2,2,5,2,1,social drinker
394,5,4,1,1,3,1,1,1,3,5,3,2,1,1,2,2,1,1,1,never
395,5,3,3,1,1,2,1,3,4,2,1,1,2,2,3,2,2,1,1,social drinker
396,5,4,3,1,3,1,2,3,4,5,3,3,2,2,4,5,1,5,1,social drinker
397,5,3,3,4,2,5,4,3,3,1,1,2,3,4,3,1,2,2,5,social drinker
398,5,3,3,5,2,2,3,4,1,1,1,4,2,1,2,1,4,1,1,never
399,5,4,3,3,2,2,2,2,3,3,3,5,5,3,4,3,4,5,2,social drinker
400,5,4,2,4,1,5,5,4,4,3,4,2,4,3,3,4,2,1,5,social drinker
401,5,3,4,1,2,3,1,4,2,1,1,3,3,2,2,2,1,4,3,social drinker
402,5,3,2,1,3,1,3,2,5,4,1,1,1,1,2,2,3,1,2,drink a lot
403,5,3,5,5,1,5,2,4,5,4,1,1,1,1,1,NA,1,3,3,social drinker
404,2,3,2,3,3,3,4,3,4,2,2,2,4,2,4,3,3,1,3,social drinker
405,5,3,4,5,5,5,2,4,5,1,5,3,2,2,5,5,1,5,3,social drinker
406,4,3,3,3,3,3,3,3,2,1,2,4,2,4,3,3,3,2,3,social drinker
407,5,3,4,5,1,4,5,5,4,1,1,3,3,4,4,1,5,4,4,social drinker
408,5,3,4,2,3,3,3,3,3,1,3,3,3,5,3,2,2,2,2,drink a lot
409,5,5,3,4,3,5,5,3,1,1,1,1,1,4,5,3,5,1,5,social drinker
410,5,4,5,1,5,1,5,4,4,1,3,4,2,3,4,3,2,4,1,never
411,5,5,4,2,1,3,1,4,5,1,5,4,1,1,5,3,1,1,1,social drinker
412,5,3,3,2,2,3,4,5,5,1,1,4,2,4,3,1,5,2,2,social drinker
413,5,5,3,1,1,1,1,3,5,5,1,1,1,1,1,1,1,5,1,never
414,5,3,4,3,1,2,2,4,4,4,4,2,2,2,4,2,2,3,2,social drinker
415,5,3,4,3,2,5,3,5,3,2,1,3,2,3,4,4,2,2,2,social drinker
416,5,3,3,1,1,1,1,5,5,1,2,4,2,1,5,3,3,3,1,drink a lot
417,4,2,5,1,1,4,2,4,3,2,2,3,2,2,2,1,3,4,1,social drinker
418,5,5,1,2,1,2,2,1,2,4,5,1,5,1,4,4,1,1,2,drink a lot
419,5,1,4,4,2,2,3,5,1,1,1,1,2,1,2,2,4,1,2,social drinker
420,5,3,5,2,5,5,5,5,5,1,1,3,3,4,5,5,3,3,5,never
421,5,4,1,1,1,3,1,2,5,3,5,1,3,2,1,1,1,1,3,social drinker
422,5,2,2,3,2,5,5,5,4,1,1,2,2,5,3,2,3,2,3,social drinker
423,5,5,4,1,1,1,4,5,1,1,1,4,2,1,1,1,5,5,3,social drinker
424,5,2,3,2,1,3,3,5,4,3,3,1,3,3,3,3,3,2,3,never
425,5,5,5,3,3,2,2,3,NA,1,1,5,NA,4,1,1,2,5,1,social drinker
426,5,3,3,1,1,2,3,4,5,3,5,3,4,3,4,5,1,2,3,social drinker
427,5,2,1,1,1,1,1,2,5,4,1,1,3,4,4,4,2,1,1,social drinker
428,5,3,3,3,1,5,1,2,3,1,2,2,3,5,3,5,3,2,4,social drinker
429,5,3,5,3,2,4,5,5,3,2,4,3,2,2,2,1,2,3,3,social drinker
430,5,4,2,1,2,3,2,2,5,4,4,2,1,2,3,NA,1,1,2,drink a lot
431,5,5,3,3,3,4,2,4,4,2,2,2,4,3,3,3,4,3,2,never
432,4,3,4,1,3,2,3,2,2,1,1,3,3,3,2,2,4,5,4,never
433,5,3,2,2,2,3,1,1,5,4,3,3,3,3,4,5,3,1,1,drink a lot
434,5,3,4,4,4,2,4,5,4,3,4,2,2,2,3,5,3,2,2,drink a lot
435,5,4,4,1,2,2,3,5,3,1,1,4,3,3,2,1,5,4,1,social drinker
436,5,3,1,1,1,1,2,3,5,5,3,2,1,1,5,3,1,1,1,social drinker
437,4,3,2,2,2,2,1,4,4,2,2,2,3,2,3,2,4,3,2,drink a lot
438,5,3,2,1,1,1,2,3,3,1,2,3,1,1,3,1,1,4,1,social drinker
439,5,3,1,1,1,2,3,4,5,4,4,4,3,1,2,1,2,1,2,social drinker
440,5,5,5,2,2,1,1,4,2,1,1,4,2,2,3,3,2,4,1,social drinker
441,5,3,4,1,2,4,3,4,4,1,1,3,3,3,4,3,3,4,1,drink a lot
442,5,1,3,2,1,2,2,5,NA,1,3,1,1,1,1,1,5,1,1,social drinker
443,5,3,4,2,4,3,3,5,4,1,4,3,4,4,4,2,2,2,1,drink a lot
444,4,3,2,2,2,4,3,3,3,1,2,3,3,3,3,2,3,3,3,social drinker
445,5,4,3,2,4,2,2,2,3,4,4,2,5,4,5,5,2,4,2,social drinker
446,5,3,4,2,2,2,3,5,3,1,1,4,2,3,2,2,5,1,1,social drinker
447,4,3,4,1,2,2,1,3,3,1,1,4,2,1,2,1,1,4,1,drink a lot
448,3,2,1,3,3,3,4,1,1,1,1,1,1,1,1,1,1,1,2,social drinker
449,5,3,4,2,2,2,2,4,4,1,1,4,1,2,4,3,2,3,2,drink a lot
450,5,3,3,3,1,2,5,3,4,2,2,2,3,3,5,2,5,1,1,social drinker
451,5,4,4,3,1,5,3,5,3,1,1,2,2,1,1,1,3,1,4,social drinker
452,5,3,3,2,2,3,1,4,4,1,1,3,2,3,2,2,3,3,1,social drinker
453,5,3,4,1,1,1,1,5,3,3,3,3,3,2,4,3,1,3,1,social drinker
454,5,4,2,2,1,1,5,3,4,2,2,2,3,3,5,2,5,1,1,social drinker
455,4,4,2,1,1,2,3,4,5,3,4,3,5,4,4,4,2,1,1,social drinker
456,5,3,4,2,1,2,3,5,5,2,5,3,3,2,3,2,2,4,2,social drinker
457,5,5,3,1,1,1,1,3,2,1,4,5,5,1,2,3,1,1,1,drink a lot
458,5,4,4,2,1,2,1,4,5,2,3,2,2,2,3,3,2,4,1,social drinker
459,5,NA,5,5,5,5,5,5,1,1,1,5,1,1,5,5,5,5,5,social drinker
460,4,2,2,2,3,3,3,2,3,2,3,1,4,3,3,5,2,3,3,social drinker
461,5,4,3,1,1,1,1,2,4,2,4,5,5,1,1,3,1,1,1,drink a lot
462,5,3,2,4,3,3,3,3,3,1,1,1,3,3,3,3,4,2,4,social drinker
463,4,3,3,1,2,3,1,3,5,1,4,3,3,3,3,4,2,3,1,social drinker
464,5,3,3,1,1,3,3,5,3,1,1,3,3,1,1,5,5,1,1,social drinker
465,5,4,4,3,3,3,2,3,4,1,4,2,3,2,4,2,5,3,2,social drinker
466,5,3,3,2,2,3,4,3,1,1,2,2,4,4,2,3,5,2,2,never
467,5,3,3,1,3,3,3,4,3,1,1,4,1,3,3,1,3,5,1,drink a lot
468,4,2,4,3,2,3,2,3,2,2,1,4,2,1,2,2,2,2,1,social drinker
469,5,3,3,2,4,4,2,4,5,2,2,5,4,4,5,2,2,2,2,social drinker
470,5,5,5,1,1,1,1,4,3,1,3,4,4,2,5,4,1,4,1,drink a lot
471,4,3,4,3,1,2,3,5,2,1,1,3,3,2,3,1,3,1,3,social drinker
472,5,3,4,2,2,2,2,3,5,4,5,2,5,3,4,5,2,2,1,social drinker
473,3,3,2,2,4,3,2,4,3,1,2,1,1,1,2,1,1,1,2,social drinker
474,5,2,1,1,1,1,1,2,4,4,3,1,1,1,1,4,1,1,1,drink a lot
475,5,3,5,1,1,3,1,5,3,1,1,5,2,1,1,3,1,5,1,social drinker
476,5,3,3,2,5,4,5,3,5,4,4,3,4,3,5,3,4,1,2,drink a lot
477,5,3,2,1,1,4,3,4,5,4,3,3,3,5,5,5,5,1,2,social drinker
478,5,3,2,1,1,2,4,2,5,3,3,1,2,3,5,5,2,1,1,social drinker
479,5,4,5,2,3,2,3,4,4,2,2,2,2,2,4,4,2,3,2,never
480,5,3,3,2,2,3,3,3,4,3,4,3,3,4,4,NA,4,2,2,social drinker
481,5,4,5,3,5,3,4,5,4,2,3,4,3,4,5,4,5,4,4,social drinker
482,5,4,4,4,1,5,1,1,2,4,1,1,1,4,4,4,1,5,4,social drinker
483,3,4,2,1,3,1,1,3,4,2,4,4,4,3,1,1,1,1,1,drink a lot
484,5,4,3,2,1,5,3,4,5,3,5,3,2,4,3,1,5,1,1,social drinker
485,5,3,3,1,2,2,2,4,4,3,3,3,3,NA,2,2,2,2,2,drink a lot
486,5,3,4,2,1,2,1,4,5,1,1,1,3,5,4,4,4,1,1,social drinker
487,3,3,4,2,2,2,1,4,2,1,1,3,2,3,3,3,3,2,1,social drinker
488,5,5,5,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,drink a lot
489,5,3,2,4,3,5,4,3,5,3,2,3,3,5,5,4,3,1,4,social drinker
490,5,5,2,2,2,1,1,2,5,1,5,3,5,2,5,5,1,1,1,social drinker
491,4,3,3,2,2,2,3,3,2,1,1,5,1,1,2,1,5,4,2,never
492,5,3,3,2,2,2,2,4,4,2,3,3,2,2,3,1,5,1,2,social drinker
493,5,5,3,3,1,4,4,2,5,2,2,1,2,3,4,5,3,2,2,social drinker
494,5,3,4,1,2,2,1,5,3,1,1,5,2,2,3,3,4,2,1,drink a lot
495,5,3,2,2,1,2,4,2,5,2,2,1,4,5,4,5,2,1,2,social drinker
496,5,3,2,1,2,2,2,3,5,2,4,2,2,1,5,5,2,2,1,social drinker
497,3,2,3,2,4,5,4,3,3,1,1,2,2,2,4,3,4,2,4,social drinker
498,5,4,3,3,3,4,4,5,5,2,3,1,3,5,5,1,4,1,5,social drinker
499,5,3,3,2,1,3,2,2,4,1,1,1,3,2,3,5,3,1,1,social drinker
500,5,4,2,4,2,3,2,4,4,2,4,1,3,1,3,3,1,3,2,drink a lot
501,5,3,3,5,2,4,2,2,4,2,1,1,2,2,4,5,4,4,4,social drinker
502,5,3,4,5,3,4,2,4,4,2,2,2,2,4,4,2,5,2,2,social drinker
503,5,4,4,3,2,4,2,2,5,3,4,3,3,4,5,3,1,3,3,drink a lot
504,5,3,2,2,1,5,5,4,4,1,1,1,1,1,2,1,4,5,4,social drinker
505,5,3,5,1,1,2,2,5,1,1,1,5,2,1,2,2,2,1,1,social drinker
506,5,4,3,4,2,2,2,3,5,3,4,3,3,2,4,4,2,1,1,drink a lot
507,5,4,2,1,1,1,1,2,2,3,3,5,1,1,1,2,1,2,1,drink a lot
508,5,4,3,4,3,3,4,2,2,1,1,2,5,4,4,4,4,1,2,social drinker
509,5,3,1,3,5,4,1,3,5,2,NA,1,3,3,5,5,1,1,1,social drinker
510,4,5,4,5,2,3,4,4,1,1,1,4,3,3,1,NA,3,4,1,never
511,5,3,5,3,3,4,4,4,4,3,2,4,4,4,3,3,3,2,4,social drinker
512,5,3,3,1,2,3,2,3,3,1,1,4,4,4,3,3,2,1,1,social drinker
513,5,1,2,4,1,2,1,1,1,1,1,1,1,2,1,3,NA,4,2,never
514,5,4,3,1,1,2,3,3,4,5,5,3,2,1,3,3,3,3,1,drink a lot
515,5,3,1,5,5,2,2,3,5,1,1,1,2,1,5,3,2,1,2,social drinker
516,5,4,4,3,3,3,4,4,5,5,3,1,2,3,3,4,2,1,2,drink a lot
517,5,5,5,3,1,2,3,5,4,4,3,5,3,2,3,3,2,4,3,never
518,5,3,3,1,1,4,4,4,4,3,3,4,3,1,1,3,4,4,4,social drinker
519,5,4,4,2,2,3,2,5,4,1,2,4,3,3,2,2,5,4,4,social drinker
520,5,4,4,3,1,2,1,1,2,2,1,4,4,2,2,2,2,4,1,drink a lot
521,5,3,3,1,2,2,2,4,2,1,1,4,4,2,2,2,4,2,1,social drinker
522,5,3,5,5,1,5,4,5,3,2,2,3,3,4,4,2,5,3,3,drink a lot
523,5,3,4,2,2,3,3,4,3,1,2,3,3,3,3,3,4,4,3,social drinker
524,5,3,5,2,1,2,1,1,3,1,1,2,3,3,4,2,2,3,1,social drinker
525,5,3,2,1,2,4,2,2,5,5,5,2,5,NA,3,5,2,1,3,drink a lot
526,3,4,3,3,3,3,3,3,5,1,3,3,3,3,3,3,3,1,3,social drinker
527,5,4,3,1,1,2,2,4,4,4,4,5,5,3,4,3,3,1,1,social drinker
528,4,5,3,1,3,2,3,4,4,1,NA,2,4,4,4,4,4,2,1,social drinker
529,5,4,3,1,1,5,3,5,5,1,2,5,1,3,5,1,1,3,2,social drinker
530,5,2,1,2,2,2,1,3,5,3,2,1,1,2,3,4,3,1,2,social drinker
531,5,3,3,5,2,3,3,5,2,1,1,1,1,1,1,4,3,1,1,social drinker
532,5,4,2,5,4,5,2,2,5,4,3,1,2,3,5,5,2,1,1,social drinker
533,5,3,4,2,1,3,3,4,4,2,1,2,4,5,3,3,4,4,2,drink a lot
534,5,3,3,1,2,2,2,3,5,2,3,2,2,3,5,5,3,3,2,social drinker
535,5,3,3,3,1,3,3,4,3,1,1,4,4,4,3,NA,4,2,2,social drinker
536,5,1,3,3,4,4,4,5,5,3,4,4,3,4,5,1,4,4,1,drink a lot
537,5,5,2,1,1,1,2,4,2,2,1,5,3,1,1,1,3,5,1,drink a lot
538,5,3,3,2,1,4,3,3,4,1,3,3,3,1,3,5,1,2,3,drink a lot
539,5,3,3,2,1,3,3,4,4,4,4,4,2,1,3,3,3,3,2,social drinker
540,5,3,3,2,2,5,1,4,5,4,1,1,1,1,3,4,1,1,4,social drinker
541,5,3,3,5,1,5,5,5,5,1,2,4,4,2,5,3,3,3,5,social drinker
542,5,4,3,2,2,2,3,3,2,2,2,4,3,2,2,2,3,1,1,social drinker
543,5,3,5,2,1,2,2,4,4,3,5,5,5,4,3,5,4,2,2,drink a lot
544,5,4,4,1,1,4,2,4,4,4,3,3,2,5,4,4,4,4,2,social drinker
545,5,4,2,3,1,4,5,2,5,4,3,2,2,2,4,5,3,1,3,drink a lot
546,5,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,1,3,1,social drinker
547,5,3,3,2,2,5,5,4,5,3,3,2,5,5,5,4,5,1,5,social drinker
548,5,4,1,4,2,5,3,1,4,5,2,2,2,1,4,3,1,1,5,social drinker
549,4,3,1,3,3,3,1,2,5,1,2,1,2,1,4,4,1,1,1,social drinker
550,5,4,5,1,2,2,3,5,3,1,1,5,3,3,1,2,4,4,2,social drinker
551,5,3,2,5,4,3,3,3,5,2,2,1,3,3,5,4,2,1,2,social drinker
552,5,4,3,3,3,2,2,4,2,1,1,1,1,1,1,1,2,1,2,never
553,5,3,2,3,1,3,3,2,4,2,1,1,4,5,3,5,5,2,2,social drinker
554,3,3,4,4,2,2,2,3,2,1,1,3,1,1,1,3,2,3,2,social drinker
555,4,3,3,4,2,3,4,3,3,2,2,3,1,2,3,2,3,3,1,social drinker
556,5,5,5,3,1,1,2,5,1,1,2,4,5,3,1,2,4,2,1,social drinker
557,5,3,3,1,1,3,3,4,1,1,1,4,1,1,NA,1,1,2,1,social drinker
558,5,3,2,3,3,2,3,4,4,2,2,2,4,4,4,3,3,1,2,social drinker
559,NA,2,3,1,2,2,4,4,2,1,1,1,2,2,3,2,5,2,2,social drinker
560,5,3,5,2,2,1,2,2,4,2,1,5,3,1,2,1,1,1,1,social drinker
561,5,5,4,3,3,4,3,4,3,4,4,4,4,3,4,3,4,2,3,social drinker
562,5,3,4,3,3,4,2,4,4,1,3,5,3,4,4,2,4,4,3,never
563,5,5,5,3,2,2,2,4,3,3,3,5,1,2,2,2,NA,1,1,social drinker
564,5,4,4,1,3,3,1,4,5,2,3,5,3,1,3,3,1,2,1,never
565,5,5,5,1,1,1,1,1,5,1,5,3,3,1,2,1,1,2,1,social drinker
566,5,3,5,2,2,2,3,4,2,1,2,2,2,2,2,2,2,3,3,social drinker
567,5,3,3,2,2,2,3,2,2,1,1,4,3,1,2,1,3,2,1,social drinker
568,5,4,4,2,2,1,1,3,3,2,2,3,4,2,3,2,2,2,1,drink a lot
569,5,4,5,2,1,2,1,5,3,1,1,3,1,1,1,3,3,3,1,social drinker
570,5,3,4,4,2,3,2,3,3,2,2,2,3,1,2,3,3,2,1,social drinker
571,5,3,3,1,1,2,1,3,3,1,2,2,1,1,3,2,2,1,1,social drinker
572,3,5,4,2,1,2,3,4,1,3,2,5,3,2,1,1,NA,4,1,never
573,5,3,3,1,1,4,3,3,3,3,1,2,2,1,2,1,1,1,2,social drinker
574,4,3,3,1,1,1,1,2,4,3,3,3,1,1,3,4,1,4,1,social drinker
575,5,5,5,3,1,1,3,3,3,1,1,3,2,1,1,2,2,5,1,social drinker
576,5,4,3,4,3,4,4,2,4,2,3,2,2,3,3,4,5,2,2,social drinker
577,5,3,3,2,4,3,5,3,3,1,2,5,5,2,2,2,2,3,2,drink a lot
578,5,4,4,2,1,2,5,3,3,1,1,1,1,1,1,1,2,2,1,social drinker
579,5,3,3,2,3,2,4,5,2,1,1,4,3,2,4,3,4,1,2,social drinker
580,5,3,4,3,2,5,2,5,5,4,3,3,2,5,5,3,2,5,1,social drinker
581,5,3,1,1,1,1,1,1,1,1,1,5,3,2,2,2,1,3,1,social drinker
582,5,4,2,2,1,1,4,3,4,3,4,4,5,3,2,5,2,5,1,drink a lot
583,3,3,4,3,1,3,3,2,3,2,1,4,4,4,3,3,3,4,2,drink a lot
584,5,4,2,1,1,3,4,5,4,1,1,5,3,4,4,2,3,1,1,social drinker
585,5,3,4,3,3,2,2,5,3,1,1,2,3,3,3,1,4,4,2,drink a lot
586,5,3,3,3,3,3,2,3,4,3,1,3,2,4,4,3,4,4,2,social drinker
587,5,5,5,3,4,4,3,2,3,4,2,1,3,2,1,5,3,5,1,never
588,5,3,2,1,1,1,1,2,4,4,5,3,4,1,3,2,1,2,1,drink a lot
589,5,3,4,1,1,2,5,2,1,1,1,4,1,1,2,1,5,1,2,social drinker
590,5,4,1,1,1,3,4,1,5,5,5,1,2,1,5,3,2,2,2,social drinker
591,5,3,3,2,3,3,4,3,5,4,3,1,4,4,5,3,4,1,2,drink a lot
592,4,3,3,3,2,1,5,4,1,1,1,4,2,4,2,2,5,1,2,social drinker
593,5,3,3,3,1,3,3,4,1,1,1,4,2,2,2,2,5,4,1,never
594,5,3,2,3,1,4,3,2,5,3,2,2,4,3,3,4,4,1,2,social drinker
595,5,3,2,3,1,5,1,3,4,1,4,2,2,4,1,5,1,1,3,never
596,5,5,1,1,1,1,3,1,4,4,5,1,4,1,2,1,1,1,1,drink a lot
597,5,3,4,1,1,2,1,4,3,1,1,4,4,2,2,2,2,5,1,drink a lot
598,5,4,4,2,2,2,2,5,5,2,3,4,2,2,4,3,3,3,2,social drinker
599,4,3,4,2,3,2,1,3,4,2,4,4,3,3,3,2,5,3,2,never
600,5,4,5,3,4,2,2,5,4,3,3,4,4,2,4,4,2,3,1,drink a lot
601,5,3,2,1,1,5,3,4,4,4,3,5,5,2,2,4,1,4,1,social drinker
602,5,3,1,4,3,4,3,2,4,1,2,1,1,4,5,5,4,1,2,social drinker
603,4,4,4,2,3,2,2,5,4,4,2,3,1,4,4,3,3,3,1,drink a lot
604,5,4,3,2,2,3,4,4,4,2,2,5,3,4,2,4,4,4,2,social drinker
605,5,3,3,2,2,1,3,4,4,1,5,4,4,2,2,5,2,1,1,social drinker
606,5,3,1,5,5,2,3,3,5,3,4,1,3,3,4,1,1,1,2,social drinker
607,4,3,3,2,1,2,2,5,4,1,2,2,1,2,3,2,2,1,2,never
608,3,3,3,1,3,3,3,4,3,3,3,1,3,3,4,1,4,1,2,drink a lot
609,3,4,2,4,2,4,2,5,1,NA,4,4,4,4,4,4,4,1,5,drink a lot
610,4,3,3,2,2,5,2,3,3,2,2,5,2,3,2,3,2,4,3,NA
611,5,4,3,2,2,3,2,4,5,4,2,2,2,4,5,4,2,3,2,social drinker
612,5,3,3,2,1,1,1,5,3,1,1,3,2,1,2,1,1,3,1,social drinker
613,5,3,5,1,1,3,2,3,4,3,3,4,4,3,2,3,5,5,3,social drinker
614,5,2,3,2,2,2,1,3,4,3,1,5,2,4,3,4,4,3,1,drink a lot
